NAME,S1501_C01_006E,S1501_C01_015E,S1501_C01_016E,S1501_C01_018E,S1501_C01_019E,S1501_C01_021E,S1501_C01_022E,S1501_C01_024E,S1501_C01_025E,S1501_C01_027E
Geographic Area Name,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
ZCTA5 75642,44,0,0,0,0,0,44,0,0,0
ZCTA5 75643,1539,239,312,46,273,31,539,91,415,71
ZCTA5 75644,8747,1481,1599,87,1488,230,3321,679,2339,485
ZCTA5 75645,7669,1686,1287,371,1344,271,2958,525,2080,519
ZCTA5 75647,9296,1459,1256,216,1938,257,3980,704,2122,282
ZCTA5 75650,6484,1403,1277,238,1462,430,2592,521,1153,214
ZCTA5 75651,1491,212,149,13,370,78,689,111,283,10
ZCTA5 75652,11293,1806,2345,107,2427,337,3851,743,2670,619
ZCTA5 75654,8030,1410,1622,310,1467,355,2922,359,2019,386
ZCTA5 75656,2979,381,525,32,382,17,1114,229,958,103
ZCTA5 75657,5345,768,690,62,681,126,2212,340,1762,240
ZCTA5 75661,2173,535,381,159,118,5,1145,232,529,139
ZCTA5 75662,16198,2776,3475,633,2532,453,6354,973,3837,717
ZCTA5 75667,786,80,127,13,176,2,289,44,194,21
ZCTA5 75668,1568,169,397,12,255,49,452,60,464,48
ZCTA5 75669,556,43,20,0,122,13,202,18,212,12
ZCTA5 75670,10576,1192,2259,385,2122,146,3392,310,2803,351
ZCTA5 75672,11400,2411,1714,387,1827,281,4519,955,3340,788
ZCTA5 75681,1634,344,157,7,204,82,709,126,564,129
ZCTA5 75682,381,66,53,8,105,11,121,7,102,40
ZCTA5 75683,2518,197,222,18,389,65,1172,41,735,73
ZCTA5 75684,5399,485,1275,41,1299,135,1933,175,892,134
ZCTA5 75686,8788,1729,1593,247,1334,294,3309,671,2552,517
ZCTA5 75691,2908,374,610,27,456,95,1175,108,667,144
ZCTA5 75692,3075,459,400,53,600,87,1096,143,979,176
ZCTA5 75693,4698,1005,928,160,862,207,1934,407,974,231
ZCTA5 75701,22836,6192,5849,1500,3439,725,7583,2102,5965,1865
ZCTA5 75702,16613,1389,4509,247,2925,281,6605,494,2574,367
ZCTA5 75703,28291,11361,6282,2400,4922,1994,9388,3785,7699,3182
ZCTA5 75704,6778,1033,1219,149,1563,100,2677,523,1319,261
ZCTA5 75705,1991,266,448,97,371,36,697,95,475,38
ZCTA5 75706,6672,714,1778,404,930,60,2732,173,1232,77
ZCTA5 75707,9665,3322,1642,558,1489,417,3668,1461,2866,886
ZCTA5 75708,4346,337,811,131,1070,33,1527,125,938,48
ZCTA5 75709,3511,1197,753,304,690,336,1343,359,725,198
ZCTA5 75750,2872,531,336,23,472,138,1079,286,985,84
ZCTA5 75751,10668,2098,2278,350,1892,303,3362,670,3136,775
ZCTA5 75752,5230,1560,644,161,824,175,1923,716,1839,508
ZCTA5 75754,4682,774,662,32,672,63,2143,406,1205,273
ZCTA5 75755,3481,574,499,116,582,89,1468,161,932,208
ZCTA5 75756,2742,619,465,78,536,69,1073,267,668,205
ZCTA5 75757,8434,3116,1104,211,1705,834,3238,1158,2387,913
ZCTA5 75758,6479,1245,799,139,785,173,2844,563,2051,370
ZCTA5 75759,44,0,10,0,0,0,13,0,21,0
ZCTA5 75760,1530,228,140,18,290,49,591,103,509,58
ZCTA5 75762,8314,3159,1854,586,1645,489,2918,1336,1897,748
ZCTA5 75763,4596,730,708,157,605,81,1752,229,1531,263
ZCTA5 75764,127,8,25,0,27,0,48,8,27,0
ZCTA5 75765,5283,1348,465,29,424,66,1909,420,2485,833
ZCTA5 75766,17028,2685,2875,455,2909,409,6569,946,4675,875
ZCTA5 75770,2132,392,367,55,257,10,934,194,574,133
ZCTA5 75771,14788,3779,2279,517,2581,567,4890,1366,5038,1329
ZCTA5 75773,10194,1342,1414,141,1900,166,3515,470,3365,565
ZCTA5 75778,2103,415,319,37,261,23,697,215,826,140
ZCTA5 75779,73,10,10,0,50,10,0,0,13,0
ZCTA5 75780,97,8,22,0,9,0,47,0,19,8
ZCTA5 75783,5737,855,760,126,836,125,2328,396,1813,208
ZCTA5 75784,471,95,75,9,30,0,236,75,130,11
ZCTA5 75785,7895,1033,1763,138,1673,197,2802,322,1657,376
ZCTA5 75788,23,0,0,0,0,0,23,0,0,0
ZCTA5 75789,5224,1217,1035,235,956,172,1972,492,1261,318
ZCTA5 75790,2582,532,412,37,485,74,1119,293,566,128
ZCTA5 75791,8838,2705,1210,379,1945,577,3861,1208,1822,541
ZCTA5 75792,2156,257,292,17,302,10,885,58,677,172
ZCTA5 75801,10412,1616,2273,209,2074,144,3745,716,2320,547
ZCTA5 75803,16262,1525,3791,97,3313,361,6043,576,3115,491
ZCTA5 75831,3715,459,708,75,592,74,1450,113,965,197
ZCTA5 75832,88,0,0,0,88,0,0,0,0,0
ZCTA5 75833,2171,399,237,60,267,42,913,138,754,159
ZCTA5 75835,7373,1192,1031,178,1194,98,2738,436,2410,480
ZCTA5 75838,427,59,13,0,90,0,201,48,123,11
ZCTA5 75839,3695,386,345,22,795,13,1377,222,1178,129
ZCTA5 75840,4255,814,846,128,818,277,1436,273,1155,136
ZCTA5 75844,4337,887,578,89,649,100,1630,332,1480,366
ZCTA5 75845,2099,323,298,56,300,40,995,146,506,81
ZCTA5 75846,2041,169,375,10,380,12,603,80,683,67
ZCTA5 75847,1399,307,152,23,177,69,581,144,489,71
ZCTA5 75848,54,4,6,0,23,4,12,0,13,0
ZCTA5 75849,42,0,5,0,8,0,13,0,16,0
ZCTA5 75850,592,112,17,0,37,9,179,68,359,35
ZCTA5 75851,4259,359,501,3,1195,80,1812,129,751,147
ZCTA5 75852,3234,209,1516,52,916,23,540,80,262,54
ZCTA5 75853,451,33,51,0,52,0,59,17,289,16
ZCTA5 75855,2285,277,325,29,231,12,726,109,1003,127
ZCTA5 75856,67,16,31,0,0,0,16,16,20,0
ZCTA5 75858,0,0,0,0,0,0,0,0,0,0
ZCTA5 75859,1812,350,104,11,126,12,913,197,669,130
ZCTA5 75860,4748,517,914,163,1155,87,1639,137,1040,130
ZCTA5 75861,8351,337,2082,27,2774,76,3051,198,444,36
ZCTA5 75862,7450,906,908,80,886,79,2701,278,2955,469
ZCTA5 75901,19465,3367,4322,575,3834,798,6797,1108,4512,886
ZCTA5 75904,22075,4579,4636,996,4331,770,7980,1849,5128,964
ZCTA5 75925,2522,325,417,49,459,87,897,96,749,93
ZCTA5 75926,844,76,101,21,153,4,293,29,297,22
ZCTA5 75928,846,12,241,0,99,12,433,0,73,0
ZCTA5 75929,1232,143,155,48,117,34,548,29,412,32
ZCTA5 75930,1305,174,140,10,182,17,667,117,316,30
ZCTA5 75931,1702,259,36,0,162,5,903,122,601,132
ZCTA5 75932,1221,89,94,15,249,8,440,7,438,59
ZCTA5 75933,914,32,218,0,92,0,346,24,258,8
ZCTA5 75934,147,23,59,0,49,7,16,0,23,16
ZCTA5 75935,8225,1191,1546,117,1436,170,3027,640,2216,264
ZCTA5 75936,737,78,80,6,126,17,314,18,217,37
ZCTA5 75937,618,91,71,12,101,14,236,38,210,27
ZCTA5 75938,2010,272,188,14,168,25,936,91,718,142
ZCTA5 75939,3315,378,448,45,695,155,1477,87,695,91
ZCTA5 75941,5734,766,885,105,1041,127,2310,234,1498,300
ZCTA5 75942,120,0,30,0,90,0,0,0,0,0
ZCTA5 75943,879,134,151,0,154,50,404,65,170,19
ZCTA5 75944,914,144,68,11,135,11,384,74,327,48
ZCTA5 75946,2509,443,396,15,578,221,923,108,612,99
ZCTA5 75948,4934,937,598,44,349,116,1645,195,2342,582
ZCTA5 75949,5738,404,989,18,853,71,2357,186,1539,129
ZCTA5 75951,10649,1610,2051,197,1444,292,3980,580,3174,541
ZCTA5 75954,1858,291,274,9,298,89,821,132,465,61
ZCTA5 75956,5859,672,792,50,1253,122,2372,222,1442,278
ZCTA5 75959,709,169,86,0,148,0,288,120,187,49
ZCTA5 75960,357,41,0,0,54,21,252,20,51,0
ZCTA5 75961,9222,1896,2195,486,1559,324,3464,634,2004,452
ZCTA5 75962,42,15,23,15,0,0,19,0,0,0
ZCTA5 75964,12118,1879,2594,362,2119,227,4675,901,2730,389
ZCTA5 75965,10498,4547,2068,801,1885,836,3632,1567,2913,1343
ZCTA5 75966,3341,469,548,25,477,134,1155,148,1161,162
ZCTA5 75968,1175,104,175,1,204,12,475,35,321,56
ZCTA5 75969,2950,468,235,10,365,98,1538,242,812,118
ZCTA5 75972,4470,691,515,64,671,136,1550,82,1734,409
ZCTA5 75973,1990,200,311,55,343,13,869,73,467,59
ZCTA5 75974,2331,372,421,84,383,25,828,157,699,106
ZCTA5 75975,2584,350,321,66,488,9,1061,128,714,147
ZCTA5 75976,517,48,122,15,87,29,195,4,113,0
ZCTA5 75977,227,0,21,0,9,0,95,0,102,0
ZCTA5 75978,89,20,48,20,0,0,29,0,12,0
ZCTA5 75979,8445,1047,2172,301,1329,187,2678,314,2266,245
ZCTA5 75980,1558,133,205,15,234,23,707,66,412,29
ZCTA5 76001,20698,8087,4142,1937,4397,1349,9019,3668,3140,1133
ZCTA5 76002,21843,7104,5447,2040,6063,2266,8846,2490,1487,308
ZCTA5 76006,16607,6742,5644,2198,3456,1347,5525,2410,1982,787
ZCTA5 76008,12013,6344,1802,796,3202,1798,5025,2871,1984,879
ZCTA5 76009,13191,1520,2485,321,2651,395,5651,459,2404,345
ZCTA5 76010,31791,3603,9430,1086,7963,945,10957,1221,3441,351
ZCTA5 76011,14914,3471,5574,1123,3035,762,4321,1003,1984,583
ZCTA5 76012,18024,7138,2732,792,3377,1398,6906,2762,5009,2186
ZCTA5 76013,22347,8761,5560,2487,3724,1400,7863,3007,5200,1867
ZCTA5 76014,21720,3636,6002,1222,4301,606,7979,1174,3438,634
ZCTA5 76015,11257,3385,2872,920,1927,660,3972,1051,2486,754
ZCTA5 76016,22514,9370,3503,1454,3724,1622,9700,4006,5587,2288
ZCTA5 76017,31876,11287,6970,2292,6169,2236,12729,4565,6008,2194
ZCTA5 76018,19258,4611,4129,1326,4574,1082,8204,1819,2351,384
ZCTA5 76020,20601,3911,3480,654,3557,748,8933,1782,4631,727
ZCTA5 76021,25557,10196,5314,2111,4735,2190,9629,4013,5879,1882
ZCTA5 76022,9799,2919,2252,791,1755,563,3493,890,2299,675
ZCTA5 76023,4777,949,817,236,863,241,2107,251,990,221
ZCTA5 76028,46652,12169,8840,2598,10234,3267,17656,3924,9922,2380
ZCTA5 76031,11509,1865,2643,292,2178,190,4606,883,2082,500
ZCTA5 76033,17219,3395,3271,600,2869,589,6500,1280,4579,926
ZCTA5 76034,18757,12212,1849,1097,2545,2095,9551,6333,4812,2687
ZCTA5 76035,1594,426,99,19,395,46,793,278,307,83
ZCTA5 76036,17303,4162,3202,881,3947,923,6959,1819,3195,539
ZCTA5 76039,25747,10319,7198,3503,5230,2435,9476,3149,3843,1232
ZCTA5 76040,20552,6058,5285,1637,4803,1523,7753,2221,2711,677
ZCTA5 76041,304,123,32,23,30,9,207,73,35,18
ZCTA5 76043,5175,1176,958,140,978,315,1902,430,1337,291
ZCTA5 76044,3061,426,307,13,666,163,1287,119,801,131
ZCTA5 76048,17484,3855,2640,551,2461,331,6520,1404,5863,1569
ZCTA5 76049,21903,6567,3129,681,2636,619,8222,2638,7916,2629
ZCTA5 76050,4331,685,910,126,589,55,1548,317,1284,187
ZCTA5 76051,36172,17243,7499,3188,7338,3848,15699,7785,5636,2422
ZCTA5 76052,13912,5458,2979,1412,3365,1360,5716,2140,1852,546
ZCTA5 76053,19908,5188,4645,1274,4216,1377,7231,1697,3816,840
ZCTA5 76054,8813,4270,1092,607,1768,1038,3342,1571,2611,1054
ZCTA5 76055,1980,247,205,60,308,38,724,98,743,51
ZCTA5 76058,12159,1444,2353,132,2431,331,4946,581,2429,400
ZCTA5 76059,3226,824,721,175,581,168,1100,270,824,211
ZCTA5 76060,5696,1724,944,258,1066,513,2261,707,1425,246
ZCTA5 76061,37,0,0,0,0,0,37,0,0,0
ZCTA5 76063,45934,18788,8282,3527,11150,5382,18957,7585,7545,2294
ZCTA5 76064,1112,196,298,38,201,41,392,75,221,42
ZCTA5 76065,23844,7966,4046,1500,5770,2163,9830,3256,4198,1047
ZCTA5 76066,2107,332,254,20,50,15,1130,182,673,115
ZCTA5 76067,13320,1737,2601,275,2408,317,4882,558,3429,587
ZCTA5 76070,659,307,74,0,87,49,415,258,83,0
ZCTA5 76071,2807,449,447,48,571,169,1329,170,460,62
ZCTA5 76073,3869,673,667,228,564,60,1735,258,903,127
ZCTA5 76077,293,77,101,15,32,0,86,55,74,7
ZCTA5 76078,6637,1154,1718,291,1189,232,2607,500,1123,131
ZCTA5 76082,13652,1911,2431,405,2543,420,5660,679,3018,407
ZCTA5 76084,5812,728,1655,223,1259,189,2159,118,739,198
ZCTA5 76085,7529,1455,1138,196,1334,260,3098,654,1959,345
ZCTA5 76086,15302,2455,3550,609,2703,470,5211,803,3838,573
ZCTA5 76087,19445,7289,3164,1264,3419,1462,7898,2962,4964,1601
ZCTA5 76088,8116,1590,1410,243,1135,225,3626,728,1945,394
ZCTA5 76092,19972,13957,1479,919,4275,3376,11117,8181,3101,1481
ZCTA5 76093,1270,127,133,20,223,14,593,23,321,70
ZCTA5 76102,7086,2985,2336,1171,1257,557,2302,778,1191,479
ZCTA5 76103,10058,1973,2349,549,1667,272,3974,649,2068,503
ZCTA5 76104,11027,1758,3231,884,2080,349,3716,359,2000,166
ZCTA5 76105,12218,513,3165,149,3005,95,4057,194,1991,75
ZCTA5 76106,22646,996,6960,558,4987,176,7714,153,2985,109
ZCTA5 76107,22239,11160,6299,3650,3705,1809,7397,3341,4838,2360
ZCTA5 76108,28486,7321,6260,1981,6289,1688,10799,2523,5138,1129
ZCTA5 76109,14389,10400,3377,2633,2529,1957,5046,3517,3437,2293
ZCTA5 76110,19260,4981,5283,1428,3643,973,7281,1600,3053,980
ZCTA5 76111,13154,1579,3108,502,3017,247,5228,499,1801,331
ZCTA5 76112,28000,5777,7203,1438,5759,952,10233,1957,4805,1430
ZCTA5 76114,17120,2238,3926,698,4031,415,6152,763,3011,362
ZCTA5 76115,11680,1316,3587,613,2565,290,3914,255,1614,158
ZCTA5 76116,33790,11114,9010,3127,5926,1733,11957,3708,6897,2546
ZCTA5 76117,19624,1887,4698,350,4740,550,6736,599,3450,388
ZCTA5 76118,10646,3150,2399,798,2230,643,4185,1284,1832,425
ZCTA5 76119,30499,2208,7977,506,6440,454,10520,634,5562,614
ZCTA5 76120,12114,3061,2858,822,3105,706,4813,1253,1338,280
ZCTA5 76123,22268,7482,4993,1236,5207,1875,8867,3206,3201,1165
ZCTA5 76126,16202,6885,3175,1485,3234,1804,6119,2537,3674,1059
ZCTA5 76127,1500,93,431,16,436,11,603,54,30,12
ZCTA5 76129,52,16,52,16,0,0,0,0,0,0
ZCTA5 76131,26435,8440,6912,2664,7848,2707,8538,2241,3137,828
ZCTA5 76132,18924,9392,5489,2727,3046,1321,5866,3099,4523,2245
ZCTA5 76133,33922,8810,7753,1974,5973,1488,12671,2887,7525,2461
ZCTA5 76134,16012,2157,3831,537,3089,398,5684,683,3408,539
ZCTA5 76135,14492,3608,3348,675,2654,674,5693,1675,2797,584
ZCTA5 76137,37420,11873,10243,3562,8177,2849,14442,4269,4558,1193
ZCTA5 76140,18830,2591,4368,574,4738,670,6868,929,2856,418
ZCTA5 76148,16099,3237,3874,982,3335,850,5951,965,2939,440
ZCTA5 76155,4351,2265,2228,1460,943,494,1040,259,140,52
ZCTA5 76164,9414,433,1927,127,2049,116,3729,133,1709,57
ZCTA5 76177,7610,3665,2374,1121,2200,1530,2332,750,704,264
ZCTA5 76179,41253,13156,9523,3075,10315,3646,15769,5075,5646,1360
ZCTA5 76180,25295,7671,5880,1767,4406,1396,9029,2619,5980,1889
ZCTA5 76182,21850,8512,3595,1398,3645,1681,9969,3987,4641,1446
ZCTA5 76201,12207,5187,5547,2617,1657,732,2909,1116,2094,722
ZCTA5 76205,13055,5047,4652,1833,2283,820,4107,1375,2013,1019
ZCTA5 76207,10444,4098,2390,1009,1689,521,2755,795,3610,1773
ZCTA5 76208,16256,6689,4230,1717,3167,1385,6343,2612,2516,975
ZCTA5 76209,15548,5247,4755,1675,2809,832,5212,1643,2772,1097
ZCTA5 76210,30388,11590,6281,2448,6859,2974,11726,4601,5522,1567
ZCTA5 76225,1848,324,346,51,328,85,823,144,351,44
ZCTA5 76226,18024,10794,2100,1038,3949,2822,8919,5306,3056,1628
ZCTA5 76227,21785,8238,4684,1984,6149,2741,7762,2645,3190,868
ZCTA5 76228,698,160,75,3,116,5,315,97,192,55
ZCTA5 76230,6879,1230,778,145,1115,129,2734,660,2252,296
ZCTA5 76233,2166,474,392,92,458,134,812,172,504,76
ZCTA5 76234,10741,2503,1865,332,1964,703,4161,890,2751,578
ZCTA5 76238,250,42,21,3,36,3,102,32,91,4
ZCTA5 76239,830,148,71,7,128,18,333,54,298,69
ZCTA5 76240,18729,3470,3412,344,2951,561,7305,1372,5061,1193
ZCTA5 76244,47089,23284,10589,5854,13520,6903,18159,8974,4821,1553
ZCTA5 76245,1300,268,66,21,45,0,702,171,487,76
ZCTA5 76247,8990,2753,1662,627,1969,531,3728,1192,1631,403
ZCTA5 76248,26034,14554,3091,1341,5174,3504,12625,7677,5144,2032
ZCTA5 76249,5841,1911,999,520,1402,384,2181,707,1259,300
ZCTA5 76250,769,306,103,39,111,63,372,181,183,23
ZCTA5 76251,552,75,112,0,79,16,214,19,147,40
ZCTA5 76252,1796,580,333,131,217,127,686,163,560,159
ZCTA5 76253,200,17,53,13,40,4,56,0,51,0
ZCTA5 76255,3748,611,701,75,475,107,1381,294,1191,135
ZCTA5 76258,4688,1523,320,70,925,221,2150,837,1293,395
ZCTA5 76259,3950,1055,1028,267,717,239,1586,418,619,131
ZCTA5 76261,238,62,38,20,23,0,96,13,81,29
ZCTA5 76262,25408,13687,5064,2799,6151,3801,10573,5422,3620,1665
ZCTA5 76263,46,0,0,0,4,0,25,0,17,0
ZCTA5 76264,1135,174,183,0,124,0,554,94,274,80
ZCTA5 76265,974,170,231,22,167,25,328,61,248,62
ZCTA5 76266,10735,2553,1854,364,2288,756,4544,1054,2049,379
ZCTA5 76268,165,19,45,0,31,0,46,13,43,6
ZCTA5 76270,1402,198,130,38,145,8,569,63,558,89
ZCTA5 76271,1105,312,178,26,315,122,358,116,254,48
ZCTA5 76272,3048,611,435,61,419,59,1401,266,793,225
ZCTA5 76273,6616,1107,1524,222,1002,234,2119,282,1971,369
ZCTA5 76301,9945,1227,2370,261,1458,148,4059,466,2058,352
ZCTA5 76302,8432,1834,1962,425,1256,304,3021,609,2193,496
ZCTA5 76305,3140,689,456,95,384,77,1478,359,822,158
ZCTA5 76306,10129,1531,2459,388,1775,264,3607,569,2288,310
ZCTA5 76308,12137,4659,2779,932,2117,981,4231,1625,3010,1121
ZCTA5 76309,8363,2162,1625,278,1419,346,3245,942,2074,596
ZCTA5 76310,13353,4244,2800,993,2666,1277,4602,1329,3285,645
ZCTA5 76311,2003,739,1409,539,311,102,213,81,70,17
ZCTA5 76351,1404,361,221,75,252,56,569,132,362,98
ZCTA5 76354,8117,1722,1278,205,1472,311,3216,791,2151,415
ZCTA5 76357,336,83,60,10,65,13,137,41,74,19
ZCTA5 76360,2769,379,396,44,432,34,1231,185,710,116
ZCTA5 76363,311,27,15,0,74,5,172,19,50,3
ZCTA5 76364,112,24,20,4,21,0,45,16,26,4
ZCTA5 76365,3425,791,417,131,537,93,1260,315,1211,252
ZCTA5 76366,1296,255,199,51,171,12,596,140,330,52
ZCTA5 76367,10777,1463,2895,311,2662,345,3518,542,1702,265
ZCTA5 76370,197,29,15,0,18,18,111,11,53,0
ZCTA5 76371,907,202,162,23,114,8,367,90,264,81
ZCTA5 76372,697,106,162,14,123,29,176,25,236,38
ZCTA5 76373,133,11,19,0,6,6,47,5,61,0
ZCTA5 76374,2823,616,533,157,430,111,995,208,865,140
ZCTA5 76377,413,18,27,0,47,4,162,8,177,6
ZCTA5 76379,322,56,59,11,68,9,132,29,63,7
ZCTA5 76380,2587,590,343,59,373,185,991,209,880,137
ZCTA5 76384,8412,1291,1764,241,1201,189,3194,500,2253,361
ZCTA5 76388,180,22,12,0,33,0,63,14,72,8
ZCTA5 76389,843,142,117,17,150,34,272,49,304,42
ZCTA5 76401,16518,5817,3828,1398,3085,1342,5830,2183,3775,894
ZCTA5 76402,15,15,15,15,0,0,0,0,0,0
ZCTA5 76424,5694,959,948,145,955,142,2186,374,1605,298
ZCTA5 76426,8766,1501,1459,76,1665,349,3620,667,2022,409
ZCTA5 76427,540,59,117,9,83,6,211,24,129,20
ZCTA5 76429,133,12,48,0,29,0,21,8,35,4
ZCTA5 76430,1479,426,194,49,187,121,612,108,486,148
ZCTA5 76431,2356,302,404,12,589,130,849,132,514,28
ZCTA5 76432,918,147,75,5,140,36,399,81,304,25
ZCTA5 76433,1254,419,194,29,156,73,491,146,413,171
ZCTA5 76435,423,64,65,4,53,0,175,44,130,16
ZCTA5 76436,144,57,16,9,52,17,56,22,20,9
ZCTA5 76437,3763,618,392,186,610,39,1542,315,1219,78
ZCTA5 76442,5660,1058,770,167,920,140,1976,264,1994,487
ZCTA5 76443,1356,266,140,11,247,57,504,74,465,124
ZCTA5 76444,2418,570,338,58,370,124,931,197,779,191
ZCTA5 76445,216,30,64,0,46,0,73,27,33,3
ZCTA5 76446,5217,1159,1263,162,724,145,1964,656,1266,196
ZCTA5 76448,3883,856,600,89,842,164,1166,264,1275,339
ZCTA5 76449,1906,392,297,46,210,16,728,138,671,192
ZCTA5 76450,9127,1758,1444,228,1462,299,3510,802,2711,429
ZCTA5 76452,31,0,0,0,12,0,13,0,6,0
ZCTA5 76453,1050,323,76,5,40,21,475,119,459,178
ZCTA5 76454,1109,121,223,45,104,4,426,47,356,25
ZCTA5 76455,638,135,68,24,113,21,258,48,199,42
ZCTA5 76457,2804,443,478,65,413,37,926,175,987,166
ZCTA5 76458,4174,651,877,102,909,140,1426,267,962,142
ZCTA5 76459,162,7,60,7,30,0,58,0,14,0
ZCTA5 76460,198,42,9,0,13,0,113,25,63,17
ZCTA5 76462,2698,596,277,45,412,85,1391,355,618,111
ZCTA5 76463,319,30,47,0,26,12,129,18,117,0
ZCTA5 76464,415,145,6,0,34,17,238,70,137,58
ZCTA5 76466,149,0,0,0,0,0,107,0,42,0
ZCTA5 76469,85,6,5,1,4,0,41,2,35,3
ZCTA5 76470,2401,239,439,27,336,22,768,101,858,89
ZCTA5 76471,1343,276,159,18,215,35,454,99,515,124
ZCTA5 76472,1222,402,160,69,261,94,562,137,239,102
ZCTA5 76474,149,36,0,0,11,5,50,11,88,20
ZCTA5 76475,684,117,78,20,60,5,345,65,201,27
ZCTA5 76476,1868,410,399,148,351,91,642,90,476,81
ZCTA5 76481,74,13,0,0,46,0,28,13,0,0
ZCTA5 76483,723,154,120,21,64,18,307,74,232,41
ZCTA5 76484,681,172,98,19,55,14,199,33,329,106
ZCTA5 76486,847,113,102,26,81,6,400,48,264,33
ZCTA5 76487,1957,298,331,34,418,20,801,149,407,95
ZCTA5 76490,65,13,8,0,27,7,21,6,9,0
ZCTA5 76491,245,29,26,7,27,0,85,16,107,6
ZCTA5 76501,11240,1823,1730,233,1759,259,4974,826,2777,505
ZCTA5 76502,27590,9989,7041,2946,5351,1945,8583,2856,6615,2242
ZCTA5 76504,15476,2936,4116,952,2879,655,4768,592,3713,737
ZCTA5 76508,0,0,0,0,0,0,0,0,0,0
ZCTA5 76511,1765,119,446,38,407,16,590,26,322,39
ZCTA5 76513,23768,7238,4599,1439,4711,1383,8888,2743,5570,1673
ZCTA5 76518,1113,175,168,42,237,30,404,45,304,58
ZCTA5 76519,197,51,69,19,29,29,40,0,59,3
ZCTA5 76520,5154,682,733,62,564,50,1997,365,1860,205
ZCTA5 76522,23556,4448,6795,1281,5145,1011,7500,1416,4116,740
ZCTA5 76523,0,0,0,0,0,0,0,0,0,0
ZCTA5 76524,2124,322,348,75,323,17,869,127,584,103
ZCTA5 76525,798,200,123,20,147,56,307,51,221,73
ZCTA5 76527,1975,267,467,56,378,94,624,48,506,69
ZCTA5 76528,12248,1944,2827,435,2564,348,4219,680,2638,481
ZCTA5 76530,1417,187,182,19,257,44,593,77,385,47
ZCTA5 76531,3435,784,472,88,420,154,1257,250,1286,292
ZCTA5 76534,1948,365,377,4,383,76,673,151,515,134
ZCTA5 76537,3538,855,961,259,889,267,1186,188,502,141
ZCTA5 76538,685,163,157,72,121,11,227,40,180,40
ZCTA5 76539,6175,1304,535,143,1195,189,2890,658,1555,314
ZCTA5 76541,10728,1013,3442,251,2057,199,3435,345,1794,218
ZCTA5 76542,30503,7915,9552,2488,7565,2235,10383,2523,3003,669
ZCTA5 76543,18608,2725,7082,781,3204,405,5812,1090,2510,449
ZCTA5 76544,7597,1606,5399,1089,1531,420,651,97,16,0
ZCTA5 76548,19408,6834,4192,1559,4841,1805,7397,2435,2978,1035
ZCTA5 76549,29399,6596,10205,1511,7427,1768,8944,2784,2823,533
ZCTA5 76550,9304,1753,1570,240,1717,192,3418,669,2599,652
ZCTA5 76554,1446,227,388,82,284,65,494,60,280,20
ZCTA5 76556,1037,196,160,2,165,21,401,98,311,75
ZCTA5 76557,3640,529,391,58,688,89,1483,244,1078,138
ZCTA5 76559,3723,795,1108,184,913,250,1132,226,570,135
ZCTA5 76561,699,126,99,19,148,18,301,67,151,22
ZCTA5 76565,103,59,0,0,42,35,26,0,35,24
ZCTA5 76566,171,59,22,16,47,11,63,32,39,0
ZCTA5 76567,6356,724,1145,93,999,38,2515,292,1697,301
ZCTA5 76569,1678,204,225,12,397,34,699,115,357,43
ZCTA5 76570,1953,401,376,102,353,20,615,99,609,180
ZCTA5 76571,5739,2562,718,116,1214,754,2184,920,1623,772
ZCTA5 76573,14,0,0,0,0,0,0,0,14,0
ZCTA5 76574,13851,2155,3119,516,2461,331,5386,901,2885,407
ZCTA5 76577,2258,455,429,117,243,55,992,166,594,117
ZCTA5 76578,976,123,142,28,229,27,450,50,155,18
ZCTA5 76579,3204,678,730,199,633,124,1067,239,774,116
ZCTA5 76596,1172,71,405,11,402,19,354,35,11,6
ZCTA5 76597,2626,100,764,14,706,22,1079,58,77,6
ZCTA5 76598,418,10,194,10,101,0,123,0,0,0
ZCTA5 76599,2136,60,605,33,794,13,702,14,35,0
ZCTA5 76621,613,199,99,34,137,65,237,71,140,29
ZCTA5 76622,852,171,122,31,130,33,337,16,263,91
ZCTA5 76623,178,5,17,0,35,0,79,2,47,3
ZCTA5 76624,1373,229,251,85,177,8,588,82,357,54
ZCTA5 76626,819,131,135,17,197,10,308,78,179,26
ZCTA5 76627,980,121,227,63,169,15,342,10,242,33
